LabVIEW Measurement,
Writer_Version,2
Reader_Version,2
Separator,Comma
Decimal_Separator,.
Multi_Headings,No
X_Columns,One
Time_Pref,Relative
Operator,ShinySpaceNoodle
Date,2025/03/09
Time,17:47:16.1822509765625
***End_of_Header***,
,
Channels,15,,,,,,,,,,,,,,,
Samples,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Date,2025/03/09,2025/03/09,2025/03/09,2025/03/09,2025/03/09,2025/03/09,2025/03/09,2025/03/09,2025/03/09,2025/03/09,2025/03/09,2025/03/09,2025/03/09,2025/03/09,2025/03/09,
Time,17:47:16.1822509765625,17:47:16.1822509765625,17:47:16.1822509765625,17:47:16.1822509765625,17:47:16.1822509765625,17:47:16.1822509765625,17:47:16.1822509765625,17:47:16.1822509765625,17:47:16.1822509765625,17:47:16.1822509765625,17:47:16.1822509765625,17:47:16.1822509765625,17:47:16.1822509765625,17:47:16.1822509765625,17:47:16.1822509765625,
Y_Unit_Label,,,,,,,,,,,,PSI,PSI,,,
X_Dimension,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,
X0,2.0828448944000001E+9,2.0828448944000001E+9,2.0828448944000001E+9,2.0828448944000001E+9,2.0828448944000001E+9,2.0828448944000001E+9,2.0828448944000001E+9,2.0828448944000001E+9,2.0828448944000001E+9,2.0828448944000001E+9,2.0828448944000001E+9,2.0828448944000001E+9,2.0828448944000001E+9,2.0828448944000001E+9,2.0828448944000001E+9,
Delta_X,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,
***End_of_Header***,,,,,,,,,,,,,,,,
X_Value,dummy - s15,dummy - s14,dummy - s13,dummy - s12,dummy - s11,dummy - s10,dummy - s9,dummy - s8,dummy - s7,dummy - s6,dummy - s5,1KPT#1 (Fuel),3KPT#1 (Ox),dummy - s2,dummy - s1,Comment
2.082845E+9,-6.296128E-5,0.001148,-0.000207,-0.000107,9.363473E-5,-0.000145,0.000176,-0.000657,0.001500,0.001237,0.000909,100.187256,91.229624,0.060530,0.002506
2.082845E+9,-3.874541E-5,0.001159,-0.000195,-0.000102,0.000121,-0.000155,0.000171,-0.000948,0.001443,0.001230,0.000906,100.234489,91.332916,0.051044,0.002134
2.082845E+9,-5.973250E-5,0.001143,-0.000199,0.000320,0.000681,-0.000152,4.681736E-5,-0.002959,0.000772,0.001212,0.000909,100.336969,91.674042,0.003166,-0.000123
2.082845E+9,-5.166054E-5,0.001132,-0.000207,0.000641,0.001078,-0.000145,-7.910520E-5,-0.003592,0.000765,0.001208,0.000886,100.310060,91.633245,-0.004662,-0.000304
2.082845E+9,-3.713101E-5,0.001145,-0.000195,-2.744466E-5,0.000194,-0.000155,0.000144,-0.001600,0.000909,0.001233,0.000901,100.306912,91.614149,0.031524,0.001014
2.082845E+9,-5.811811E-5,0.001149,-0.000200,-0.000110,8.233399E-5,-0.000145,0.000165,-0.000607,0.001797,0.001240,0.000906,100.119127,91.116783,0.064253,0.002815
2.082845E+9,-5.004615E-5,0.001148,-0.000197,1.614392E-6,0.000258,-0.000145,0.000142,-0.001753,0.001015,0.001232,0.000901,100.285442,91.525613,0.030029,0.001075
2.082845E+9,-5.973250E-5,0.001130,-0.000197,0.000578,0.000991,-0.000134,-4.520297E-5,-0.003403,0.000752,0.001224,0.000909,100.324373,91.655814,-0.003142,-0.000289
2.082845E+9,-4.843176E-5,0.001138,-0.000205,0.000371,0.000743,-0.000150,9.686351E-6,-0.002940,0.000775,0.001224,0.000894,100.324946,91.640189,0.005943,-2.905905E-5
2.082845E+9,-5.327493E-5,0.001148,-0.000194,-9.847790E-5,0.000115,-0.000168,0.000168,-0.001080,0.001269,0.001217,0.000899,100.243935,91.348540,0.048122,0.001900
2.082845E+9,-5.973250E-5,0.001166,-0.000199,-0.000103,9.363473E-5,-0.000155,0.000166,-0.000730,0.001666,0.001240,0.000906,100.190978,91.128067,0.058606,0.002572
2.082845E+9,-5.004615E-5,0.001143,-0.000202,0.000179,0.000488,-0.000163,0.000124,-0.002538,0.000786,0.001203,0.000912,100.321797,91.576825,0.012788,0.000223
2.082845E+9,-5.327493E-5,0.001135,-0.000215,0.000701,0.001154,-0.000131,-0.000131,-0.003690,0.000770,0.001211,0.000907,100.329240,91.545577,-0.006787,-0.000341
